Pattern Key,OOS Windows,OOS Samples,OOS Win Probability,OOS Avg Ret+2D %,OOS Avg Ret+5D %,OOS Avg Ret+10D %,OOS Reliability,OOS Status,Updated
DOWNTREND|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_BAD|VOL_LOW|ATR_OK|BELOW_MA20,2,6,100.0,3.31,8.86,13.02,0.7,OOS_STRONG,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_STRONG|ATR_LOW|FAR_MA20,2,6,100.0,1.58,4.62,18.5,0.7,OOS_STRONG,2026-06-11 21:33:51
POSITIVE|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_OK|VOL_LOW|ATR_LOW|BELOW_MA20,4,6,100.0,1.35,0.54,1.45,1.0,OOS_STRONG,2026-06-11 21:33:51
POSITIVE|BOTTOM_WATCH|WATCHLIST|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|BELOW_MA20,5,6,100.0,2.42,3.89,-0.56,1.0,OOS_STRONG,2026-06-11 21:33:51
WEAK|BOTTOM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_LOW|BELOW_MA20,4,6,100.0,2.77,5.16,3.6,1.0,OOS_STRONG,2026-06-11 21:33:51
WEAK|MOMENTUM_WATCH|SKIP|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,4,6,100.0,1.81,1.0,2.82,1.0,OOS_STRONG,2026-06-11 21:33:51
WEAK|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_OK|ABOVE_MA20,4,6,100.0,7.19,13.42,8.85,1.0,OOS_STRONG,2026-06-11 21:33:51
DOWNTREND|MOMENTUM_WATCH|SKIP|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,2,5,100.0,3.96,6.01,9.16,0.67,OOS_STRONG,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|WAIT|RSI_MID_HIGH|RS_OK|VOL_OK|ATR_LOW|ABOVE_MA20,5,5,100.0,2.1,1.96,1.0,1.0,OOS_STRONG,2026-06-11 21:33:51
POSITIVE|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_OK|ABOVE_MA20,4,5,100.0,7.58,14.44,10.94,1.0,OOS_STRONG,2026-06-11 21:33:51
POSITIVE|MOMENTUM|WAIT|RSI_MID_HIGH|RS_WEAK|VOL_LOW|ATR_LOW|ABOVE_MA20,3,5,100.0,1.75,-1.54,2.47,0.92,OOS_STRONG,2026-06-11 21:33:51
POSITIVE|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,3,5,100.0,-0.12,4.08,5.49,0.92,OOS_STRONG,2026-06-11 21:33:51
SIDEWAY|BOTTOM|BUY NOW|RSI_LOW|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,4,5,100.0,0.35,2.7,5.17,1.0,OOS_STRONG,2026-06-11 21:33:51
SIDEWAY|BOTTOM|BUY NOW|RSI_MID|RS_STRONG|VOL_STRONG|ATR_LOW|ABOVE_MA20,2,5,100.0,2.46,3.0,10.48,0.67,OOS_STRONG,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_LOW|RS_BAD|VOL_LOW|ATR_LOW|ABOVE_MA20,1,5,100.0,1.11,2.54,5.05,0.42,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_OK|ABOVE_MA20,4,5,100.0,7.58,14.44,10.94,1.0,OOS_STRONG,2026-06-11 21:33:51
SIDEWAY|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,3,5,100.0,-0.12,4.08,5.49,0.92,OOS_STRONG,2026-06-11 21:33:51
WEAK|BOTTOM|SKIP|RSI_MID|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,2,5,100.0,3.83,0.66,5.2,0.67,OOS_STRONG,2026-06-11 21:33:51
WEAK|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,3,5,100.0,-0.12,4.08,5.49,0.92,OOS_STRONG,2026-06-11 21:33:51
DOWNTREND|BOTTOM|WAIT|RSI_MID|RS_STRONG|VOL_STRONG|ATR_LOW|ABOVE_MA20,3,4,100.0,-0.02,1.98,7.2,0.88,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM_WATCH|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,4,4,100.0,3.9,-0.46,6.06,1.0,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM_WATCH|SKIP|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|BELOW_MA20,4,4,100.0,2.58,3.82,0.19,1.0,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM_WATCH|WATCHLIST|RSI_MID_HIGH|RS_OK|VOL_OK|ATR_LOW|ABOVE_MA20,3,4,100.0,-0.56,1.55,3.19,0.88,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM_WATCH|SKIP|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,2,4,100.0,2.08,4.19,5.88,0.63,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM_WATCH|SKIP|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,2,4,100.0,2.08,4.19,5.88,0.63,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|SKIP|RSI_LOW|RS_WEAK|VOL_LOW|ATR_HIGH|BELOW_MA20,1,4,100.0,1.53,-3.41,-8.88,0.38,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|SKIP|RSI_WEAK|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,2,4,100.0,2.46,0.68,0.14,0.63,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|MOMENTUM_WATCH|WATCHLIST|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,4,4,100.0,0.85,0.49,2.31,1.0,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_LOW|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,2,3,100.0,1.36,-1.42,-1.07,0.6,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|WAIT|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,2,3,100.0,2.84,1.29,-8.48,0.6,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM_WATCH|SKIP|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,1,3,100.0,-0.04,1.34,4.87,0.35,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM_WATCH|SKIP|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,1,3,100.0,-0.31,3.32,2.37,0.35,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,3,3,100.0,2.13,-1.21,7.99,0.85,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|BUY NOW|RSI_LOW|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,3,3,100.0,-0.5,1.78,3.03,0.85,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|BUY NOW|RSI_MID_HIGH|RS_WEAK|VOL_STRONG|ATR_LOW|ABOVE_MA20,3,3,100.0,1.78,1.86,2.64,0.85,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|SKIP|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|ABOVE_MA20,1,3,100.0,1.05,0.25,5.89,0.35,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM_WATCH|SKIP|RSI_MID|RS_WEAK|VOL_LOW|ATR_LOW|ABOVE_MA20,3,3,100.0,-0.41,-0.61,1.8,0.85,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_STRONG|ATR_OK|FAR_MA20,1,3,100.0,2.61,4.89,-7.59,0.35,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM|SKIP|RSI_HIGH|RS_OK|VOL_STRONG|ATR_LOW|ABOVE_MA20,1,3,100.0,1.62,3.94,7.46,0.35,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM_WATCH|WATCHLIST|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|BELOW_MA20,3,3,100.0,3.21,4.24,-1.6,0.85,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|BUY NOW|RSI_LOW|RS_OK|VOL_LOW|ATR_OK|BELOW_MA20,1,3,100.0,7.11,11.27,-9.39,0.35,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_WEAK|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,1,3,100.0,1.65,-1.91,-3.64,0.35,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_STRONG|ATR_OK|FAR_MA20,1,3,100.0,2.61,4.89,-7.59,0.35,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,3,3,100.0,1.71,0.05,1.16,0.85,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|BUY NOW|RSI_LOW|RS_STRONG|VOL_STRONG|ATR_LOW|ABOVE_MA20,3,3,100.0,-1.35,-0.67,7.07,0.85,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|WAIT|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,3,3,100.0,2.35,3.34,-0.51,0.85,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_STRONG|ATR_OK|FAR_MA20,1,3,100.0,2.61,4.89,-7.59,0.35,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|SKIP|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,1,2,100.0,2.65,3.76,7.22,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WATCHLIST|RSI_MID_HIGH|RS_OK|VOL_OK|ATR_LOW|ABOVE_MA20,2,2,100.0,1.42,3.04,12.8,0.57,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WATCHLIST|RSI_MID|RS_WEAK|VOL_LOW|ATR_LOW|BELOW_MA20,1,2,100.0,2.17,2.37,-0.32,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_MID_HIGH|RS_OK|VOL_LOW|ATR_LOW|ABOVE_MA20,2,2,100.0,1.27,6.3,5.16,0.57,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_LOW|RS_BAD|VOL_OK|ATR_LOW|BELOW_MA20,1,2,100.0,4.92,2.98,-1.75,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_MID_HIGH|RS_OK|VOL_LOW|ATR_LOW|BELOW_MA20,2,2,100.0,0.03,1.48,3.2,0.57,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_WEAK|RS_BAD|VOL_OK|ATR_LOW|BELOW_MA20,1,2,100.0,2.6,4.92,8.66,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_WEAK|RS_BAD|VOL_OK|ATR_OK|BELOW_MA20,1,2,100.0,0.14,3.91,12.96,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|WAIT|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,2,2,100.0,-0.21,1.94,11.08,0.57,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|FAR_MA20,1,2,100.0,-0.67,-2.38,-0.48,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|WAIT|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_OK|ABOVE_MA20,1,2,100.0,1.08,-2.16,-6.09,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|WAIT|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_OK|ABOVE_MA20,1,2,100.0,-0.68,-2.58,-5.08,0.32,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_OK|ATR_LOW|FAR_MA20,1,2,100.0,-0.08,5.48,18.01,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM_WATCH|SKIP|RSI_MID|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,2,2,100.0,5.02,5.96,4.92,0.57,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|BUY NOW|RSI_LOW|RS_OK|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,11.62,8.4,-10.9,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|BUY NOW|RSI_LOW|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,3.48,14.96,-6.62,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|BUY NOW|RSI_MID|RS_OK|VOL_LOW|ATR_OK|ABOVE_MA20,1,2,100.0,-0.15,-2.82,-1.05,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|SKIP|RSI_LOW|RS_BAD|VOL_OK|ATR_HIGH|BELOW_MA20,1,2,100.0,-0.49,2.64,13.41,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|SKIP|RSI_LOW|RS_WEAK|VOL_LOW|ATR_HIGH|BELOW_MA20,1,2,100.0,1.56,-2.06,-2.58,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|SKIP|RSI_MID|RS_STRONG|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,5.74,-1.01,-1.07,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|BOTTOM|WAIT|RSI_HIGH|RS_OK|VOL_LOW|ATR_LOW|ABOVE_MA20,2,2,100.0,3.07,2.9,3.45,0.57,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM_WATCH|SKIP|RSI_MID_HIGH|RS_BAD|VOL_LOW|ATR_LOW|ABOVE_MA20,1,2,100.0,-2.58,2.16,-6.12,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM_WATCH|WAIT|RSI_HIGH|RS_STRONG|VOL_OK|ATR_OK|FAR_MA20,1,2,100.0,1.25,4.64,-11.0,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM_WATCH|WATCHLIST|RSI_MID|RS_STRONG|VOL_OK|ATR_LOW|ABOVE_MA20,1,2,100.0,0.45,2.28,5.68,0.32,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM|SKIP|RSI_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,2,2,100.0,2.9,5.08,-1.51,0.57,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM|SKIP|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|FAR_MA20,2,2,100.0,6.09,1.08,-0.26,0.57,LOW_SAMPLE,2026-06-11 21:33:51
POSITIVE|MOMENTUM|WAIT|RSI_MID|RS_WEAK|VOL_STRONG|ATR_LOW|ABOVE_MA20,2,2,100.0,6.34,0.5,-2.79,0.57,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM_WATCH|WATCHLIST|RSI_LOW|RS_BAD|VOL_LOW|ATR_LOW|BELOW_MA20,1,2,100.0,5.43,5.33,3.84,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|BUY NOW|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|ABOVE_MA20,1,2,100.0,1.9,2.04,4.97,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|BUY NOW|RSI_MID|RS_OK|VOL_LOW|ATR_OK|ABOVE_MA20,1,2,100.0,-0.15,-2.82,-1.05,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_LOW|RS_BAD|VOL_OK|ATR_HIGH|BELOW_MA20,1,2,100.0,-0.49,2.64,13.41,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_LOW|RS_WEAK|VOL_LOW|ATR_HIGH|BELOW_MA20,1,2,100.0,1.56,-2.06,-2.58,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_MID|RS_BAD|VOL_OK|ATR_LOW|ABOVE_MA20,1,2,100.0,1.31,-0.55,6.38,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|SKIP|RSI_MID|RS_STRONG|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,5.74,-1.01,-1.07,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|BOTTOM|WAIT|RSI_HIGH|RS_OK|VOL_LOW|ATR_LOW|ABOVE_MA20,2,2,100.0,3.07,2.9,3.45,0.57,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM_WATCH|WAIT|RSI_HIGH|RS_STRONG|VOL_OK|ATR_OK|FAR_MA20,1,2,100.0,1.25,4.64,-11.0,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM|SKIP|RSI_HIGH|RS_OK|VOL_STRONG|ATR_LOW|ABOVE_MA20,1,2,100.0,1.64,5.04,9.02,0.32,LOW_SAMPLE,2026-06-11 21:33:51
SIDEWAY|MOMENTUM|SKIP|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|FAR_MA20,2,2,100.0,6.09,1.08,-0.26,0.57,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_BAD|VOL_STRONG|ATR_OK|BELOW_MA20,1,2,100.0,0.38,4.42,0.03,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|BUY NOW|RSI_LOW|RS_OK|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,3.48,14.96,-6.62,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|BUY NOW|RSI_LOW|RS_STRONG|VOL_STRONG|ATR_LOW|BELOW_MA20,1,2,100.0,3.09,10.19,11.3,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|SKIP|RSI_LOW|RS_BAD|VOL_OK|ATR_HIGH|BELOW_MA20,1,2,100.0,-0.49,2.64,13.41,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|SKIP|RSI_MID|RS_STRONG|VOL_LOW|ATR_OK|BELOW_MA20,1,2,100.0,5.74,-1.01,-1.07,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|BOTTOM|WAIT|RSI_MID|RS_WEAK|VOL_LOW|ATR_LOW|BELOW_MA20,2,2,100.0,2.01,5.78,4.64,0.57,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|MOMENTUM_WATCH|WAIT|RSI_HIGH|RS_STRONG|VOL_OK|ATR_OK|FAR_MA20,1,2,100.0,1.25,4.64,-11.0,0.32,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|MOMENTUM|SKIP|RSI_MID_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|FAR_MA20,2,2,100.0,6.09,1.08,-0.26,0.57,LOW_SAMPLE,2026-06-11 21:33:51
WEAK|MOMENTUM|WATCHLIST|RSI_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,2,2,100.0,-0.49,2.26,4.26,0.57,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_BAD|VOL_LOW|ATR_HIGH|BELOW_MA20,1,1,100.0,2.49,4.92,12.97,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|SKIP|RSI_WEAK|RS_STRONG|VOL_LOW|ATR_LOW|BELOW_MA20,1,1,100.0,2.11,-3.74,-1.46,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WAIT|RSI_HIGH|RS_STRONG|VOL_LOW|ATR_LOW|ABOVE_MA20,1,1,100.0,-0.49,-0.74,1.05,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WATCHLIST|RSI_LOW|RS_OK|VOL_STRONG|ATR_LOW|BELOW_MA20,1,1,100.0,-0.57,-0.13,1.32,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WATCHLIST|RSI_MID_HIGH|RS_OK|VOL_LOW|ATR_LOW|BELOW_MA20,1,1,100.0,3.16,3.72,0.91,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM_WATCH|WATCHLIST|RSI_WEAK|RS_WEAK|VOL_STRONG|ATR_LOW|BELOW_MA20,1,1,100.0,2.3,-6.59,-3.44,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_LOW|RS_BAD|VOL_STRONG|ATR_LOW|BELOW_MA20,1,1,100.0,-1.54,-1.29,-5.14,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_LOW|RS_STRONG|VOL_STRONG|ATR_LOW|ABOVE_MA20,1,1,100.0,-2.32,2.87,1.16,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_LOW|RS_WEAK|VOL_LOW|ATR_OK|BELOW_MA20,1,1,100.0,2.4,2.99,8.38,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_MID_HIGH|RS_STRONG|VOL_OK|ATR_LOW|BELOW_MA20,1,1,100.0,2.67,20.21,15.96,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|BUY NOW|RSI_MID|RS_STRONG|VOL_STRONG|ATR_LOW|BELOW_MA20,1,1,100.0,1.05,5.39,6.59,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_LOW|RS_OK|VOL_LOW|ATR_OK|BELOW_MA20,1,1,100.0,12.05,13.77,-2.16,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_LOW|RS_STRONG|VOL_LOW|ATR_OK|BELOW_MA20,1,1,100.0,-12.28,-17.07,-20.1,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_MID|RS_OK|VOL_LOW|ATR_OK|BELOW_MA20,1,1,100.0,5.77,-0.84,-2.49,0.28,LOW_SAMPLE,2026-06-11 21:33:51
DOWNTREND|BOTTOM|SKIP|RSI_WEAK|RS_BAD|VOL_STRONG|ATR_OK|BELOW_MA20,1,1,100.0,10.44,10.76,17.34,0.28,LOW_SAMPLE,2026-06-11 21:33:51
